,sentence,classification
748,3218693969 540046244 2041434490 3118255683 3218693969 3777168895 3217380708 3151378920 2092489639 3534901675 2245273601 4206179036 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3537119515 2246699815 2827868305 864942730 1510328189 864674487 2154935424 2246728737 3975275337,1.0
749,3218693969 540046244 2041434490 3118255683 3218693969 3777168895 3217380708 3151378920 2092489639 3534901675 2245273601 4206179036 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3537119515 2246699815 2827868305 864674487 2222715027 2245384272 4008337421 2245384272 1173125914 2246728737 3542456614 864942730 1510328189,1.0
750,2246728737 3657471097 2092489639 469168129 2976033787 2463614838 2968968094 2117068077 2968968094 2117068077 2976033787 2463614838 2968968094 517457164 2976033787 1486598263 2968968094 517457164 864674487 1979311206 2246699815 4036774035 864942730 1510328189 2245273601 762870563 2245384272 4022716898 864662311 1535166686 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
751,2246728737 3657471097 2092489639 469168129 2976033787 2463614838 2968968094 2117068077 2968968094 2117068077 2976033787 2463614838 2968968094 517457164 2976033787 1486598263 2968968094 517457164 864674487 1979311206 2246699815 4036774035 864942730 1510328189 2245273601 762870563 2245384272 4022716898 864662311 1535166686 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0
752,2246728737 3657471097 2092489639 469168129 2976033787 2463614838 2968968094 2117068077 2968968094 2117068077 2976033787 2463614838 2968968094 517457164 2976033787 1486598263 2968968094 517457164 864674487 1979311206 2246699815 4036774035 864942730 1510328189 2245273601 3550810051 864662311 1542633699 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0
753,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3933537673 2245277810 3979485800 2246699815 4038637638 864674487 1979311206 2976033787 1486598263 2968968094 517457164 2976033787 2463614838 2092489639 469168129 2246728737 3657471097 2976033787 2463614838 2968968094 517457164 2968968094 2117068077 2968968094 2117068077 864942730 1510328189 2245384272 4022712435 864662311 1535166686 2246728737 3537123720,1.0
754,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3579962709 2245273601 762870563 2246699815 4036774035 864674487 1979311206 2976033787 1486598263 2968968094 517457164 2976033787 2463614838 2092489639 469168129 2246728737 3657471097 2976033787 2463614838 2968968094 517457164 2968968094 2117068077 2968968094 2117068077 864942730 1510328189 2245384272 4022716898 864662311 1535166686,1.0
755,3218693969 951226070 3217380708 3579962709 2245273601 602889953 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 951226070 3218693969 951226070 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 2245384272 1583799011 2245384272 787069595 847961216 717723595 2246728737 3824063894 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
756,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3579962709 2245273601 602889953 864674487 431202968 3217380708 1135286194 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 2245384272 1583799011 2245384272 787069595 847961216 717723595 2246728737 3824063894,1.0
757,847957139 2592785365 2245384272 787341104 2245384272 1583799011 2245273601 602889953 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 951226070 3218693969 951226070 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
758,2245273601 602889953 864674487 431202968 3217380708 1135286194 3217380708 3124581743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 422715066 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 1583799011 2245384272 787069595 847961216 717723595 2246728737 3824063894,1.0
759,2245384272 1506563592 2245273601 2603173879 2092489639 211903143 3217380708 2510215966 2968968094 1276993226 2968968094 2142032900 2968968094 2803848648 864942730 10565946 2246699815 3304582332 847957139 2591432844 864942730 1510328189 2246728737 3542456614,1.0
760,2245384272 2251883808 2092489639 1923187777 2968968094 2811394787 2976033787 1186654798 864662311 266675433 2968968094 1824088295 3217380708 2510215966 864942730 10565946 2246699815 3328145258 847957139 2591432844 864942730 1510328189,1.0
761,2245384272 2251883808 2092489639 1923187777 3217380708 2510215966 2968968094 1276993226 2968968094 2142032900 2968968094 2803848648 864942730 10565946 2246699815 3328145258 847957139 2591432844 864942730 1510328189,1.0
762,2245384272 2251883808 2092489639 1923187777 3217380708 2510215966 2968968094 1276993226 2968968094 2142032900 2968968094 2803848648 864942730 10565946 2246699815 3315826729 847961216 717512901 2245384272 787069595 2245384272 603510687 848128881 3627524306 2245273601 845764036 2246728737 3537119515 2246728737 3537119515 2245273601 845764036 2246728737 3537119515 2246728737 3537119515 864942730 1510328189,1.0
763,3218693969 994485099 3217380708 970433791 2976033787 3311784590 3217380708 3182177290 2132511834 2296493092 3217380708 3234104871 2968968094 1824088295 864942730 10565946 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2646219661 3612926680 3632350815,1.0
764,3218693969 951226070 3217380708 2154975788 2976816164 358889059 2976033787 1260399517 3217380708 3182177290 864942730 10565946 2132511834 2296493092 3217380708 2809361097 864942730 10565946 2245384272 3594356142 2246728737 3542456614 2246728737 1861965050 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
765,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 970433791 2976033787 3311784590 3217380708 3925172229 2092489639 2975116251 2246728737 3657471097 3217380708 2510215966 2968968094 1824088295 864942730 10565946 864942730 10565946,1.0
766,3218693969 951226070 3217380708 2154975788 2976816164 2798974770 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 2510215966 2968968094 1910766508 864942730 10565946 864942730 10565946 2246728737 1861965050 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
767,3218693969 951226070 3217380708 3334525955 2976033787 3735000816 847690172 1188634672 2245384272 563373568 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1167322652 2246699815 4278941385 864662311 1533864325 864942730 1510328189 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3855292234,1.0
768,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 3217380708 3334525955 2976033787 4170800875 3217380708 3334525955 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2968968094 1276993226 2968968094 1276993226 2246699815 3093061208 847957139 2591432844 864942730 1510328189,1.0
769,2246728737 3818546315 848128881 994637429 2246728737 3818546315 2246699815 2355616982 864942730 1510328189 2245384272 3995043796 864674487 1759589175 2976033787 3450671348 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3334525955,1.0
770,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 3217380708 3334525955 2976033787 3893870893 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 2245384272 172238518 2245273601 3103812183 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 2246728737 3537119515,1.0
771,2245384272 2251888095 2092489639 3346582092 3217380708 3925172229 2976033787 3190622356 2246728737 1858577693 3189457552 2697642734 3217380708 1469940320 864942730 10565946 864942730 10565946 2246703798 535847852 2246997334 3696402029,1.0
772,2246728737 1861965050 2976816164 2481527108 3217380708 2809361097 2132511834 2296493092 3217380708 1578587400 3189457552 2950679810 864942730 10565946 864942730 10565946 2246728737 1861965050,1.0
773,2245384272 3593041223 2246728737 3542456614 2976816164 4130364232 2246728737 1861965050 3217380708 3974650111 864942730 10565946 2092489639 2975116251 3217380708 1469940320 3189457552 2950679810 864942730 10565946 2246728737 3657471097,1.0
774,2246728737 1861965050 2976816164 2481527108 3217380708 3974650111 2092489639 2975116251 3217380708 1469940320 3189457552 2950679810 864942730 10565946 2246728737 3657471097 864942730 10565946 2246728737 1861965050,1.0
775,2246728737 1861965050 2976816164 773457308 2976816164 649473186 2976033787 1676823234 2968968094 517457164 2976033787 1397494279 2976033787 1421345390 2976033787 1397494279 2976816164 1012780892 3217380708 3327625720 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 2968968094 2117068077 2968968094 2119439498 3189457552 2651067438 2976816164 2446814304 3189457552 2634102466 2246728737 1861965050 2246728737 1861965050 2246699815 3654747596 2246728737 3545365497 864942730 1510328189,1.0
776,2976816164 649473186 2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2976816164 842517228 2976816164 601754018 3217380708 3327625720 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 882399112 4039837947 2976033787 1226975992 2968968094 516041383 864662311 266675433 2968968094 517457164 2976033787 1676823234 3189457552 2651067438 2976816164 2446814304 3189457552 2634102466 2246728737 1861965050 2246728737 1861965050 2246728737 1861965050 2246699815 2323767245 2245384272 2932363931 1016841875 198706261 864942730 1510328189,1.0
777,2976033787 1397494279 2976816164 773457308 2976816164 649473186 3189457552 2651067438 2976033787 1866642066 3189457552 2667063169 2976033787 1676823234 2968968094 517457164 2245384272 912632640 2245384272 1173125914 2246728737 3542456614 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686 2968968094 516041383 2976033787 1226975992 864662311 266675433 2976816164 842517228 882399112 4039837947 2976033787 1397494279 2968968094 517457164 2976033787 2300965267 882399112 4041152544 3217380708 1353626381 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2976816164 601754018 2246728737 1861965050 2246728737 1861965050,1.0
778,2976816164 649473186 2976816164 773457308 2976033787 1397494279 2976033787 1421345390 2976033787 2252049393 2976816164 1012780892 3217380708 1353626381 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 2976033787 1228528465 2968968094 516041383 864662311 266675433 2968968094 517457164 2976033787 1676823234 3189457552 2651067438 2976816164 2446814304 3189457552 2634102466 2246728737 1861965050 2246728737 1861965050 2246728737 1861965050 2246699815 2323767245 2245384272 4018142848 864662311 1535166686 864942730 1510328189,1.0
779,2246728737 3542456614 2245384272 1173125914 2245384272 912632640 2976033787 1730555933 2968968094 517457164 2976033787 2211527187 2092489639 2014255590 2246728737 3657471097 2968968094 2811394787 2246699815 2806018737 864942730 1510328189 847961216 1362518133 2245273601 1190228410 2245273601 3201678329 2246728737 3537119515 1016841875 170898322 2976033787 3795525628 3189457552 2667063169 2976033787 3085412755 1026928756 39590684 2246728737 2592252298 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433,0.0
780,2246728737 3542456614 2245384272 1173125914 2245384272 912632640 2976033787 1730555933 2968968094 517457164 2976033787 2211527187 2092489639 2014255590 2246728737 3657471097 2968968094 2811394787 2246699815 2806018737 864942730 1510328189 847961216 1362518133 2245273601 1190228410 2245273601 3201678329 2246728737 3537119515 1016841875 170898322 2976033787 3795525628 3189457552 2667063169 2976033787 3085412755 1026928756 39590684 2246728737 2592252298 2976033787 954800030 864674487 2324621955 984189120 3218370331 864662311 2192318254 864662311 2192318254 864942730 2235918822 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433,0.0
